id,timestamp,session_name,magnetic_x,magnetic_y,magnetic_z,magnetic_magnitude,acceleration_x,acceleration_y,acceleration_z,orientation_pitch,orientation_roll,orientation_yaw,latitude,longitude,accuracy,altitude,altitude_accuracy
787,1733023451127,Uiu,53.741547,4.8275604,-27.86676,60.729034,0.028945923,-0.052597046,-1.0843048,-0.21734856,0.64415073,-0.7861292,48.83408,2.3708053,65.78309,36.029602,30
788,1733023451333,Uiu,49.590668,12.935768,-27.078705,57.963993,0.096450806,0.008758545,-1.0692902,0.16759859,-0.92035997,-0.9417143,48.834145,2.3708615,32.96054,35.96841,30
789,1733023451516,Uiu,40.45276,15.040085,-32.041687,53.752205,0.04284668,0.09062195,-0.9356842,0.4873899,-0.002713761,-0.7265122,48.834145,2.3708615,32.96054,35.96841,30
790,1733023453037,Uiu,-7.9513245,20.871216,-32.719727,39.615803,-0.19493103,-0.09751892,-0.95780945,0.014291055,-0.0801979,-0.3006738,48.834145,2.3708615,32.96054,35.96841,30
791,1733023453150,Uiu,-8.580444,20.675774,-32.532135,39.48989,-0.1894226,-0.078567505,-0.9369354,-0.046912912,-0.055060323,-0.14816523,48.834145,2.3708615,32.96054,35.96841,30
792,1733023453250,Uiu,-9.007233,21.089966,-32.303925,39.616417,-0.25424194,-0.12825012,-0.99916077,0.08205013,-0.27896053,-0.2319419,48.834145,2.3708615,32.96054,35.96841,30
793,1733023453350,Uiu,-10.484192,20.98745,-30.887146,38.786686,-0.086013794,-0.1421051,-0.94898987,-0.22280565,-0.32907856,-0.3321673,48.834145,2.3708615,32.96054,35.96841,30
794,1733023453450,Uiu,-11.826965,21.561958,-30.242615,38.97962,-0.15989685,-0.21011353,-0.99868774,-0.1769311,-0.22546801,-0.20864242,48.834145,2.3708615,32.96054,35.96841,30
795,1733023453550,Uiu,-12.394012,22.374374,-29.831116,39.295288,-0.15055847,-0.17166138,-1.1013794,0.117343135,0.07264251,-0.2204104,48.834145,2.3708615,32.96054,35.96841,30
796,1733023453650,Uiu,-13.202454,21.802467,-30.440033,39.70199,-0.158432,-0.16693115,-0.98857117,0.1797924,-0.49971396,-0.16271354,48.834145,2.3708615,32.96054,35.96841,30
797,1733023453750,Uiu,-14.413513,21.828865,-30.117676,39.89139,-0.18984985,-0.16253662,-0.9651947,0.11777856,0.012206066,-0.14343333,48.834145,2.3708615,32.96054,35.96841,30
798,1733023453850,Uiu,-14.37207,21.289635,-30.82196,40.12229,-0.21147156,-0.19168091,-0.89282227,-0.12326361,0.052465074,-0.30146638,48.834145,2.3708615,32.96054,35.96841,30
799,1733023453950,Uiu,-14.668549,21.585037,-30.709076,40.300465,-0.1946106,-0.19085693,-0.95921326,-0.023335682,-0.08442221,-0.21169627,48.834145,2.3708615,32.96054,35.96841,30
800,1733023454063,Uiu,-15.46756,21.576828,-30.235443,40.236637,-0.20544434,-0.17601013,-1.0050812,-0.08765875,0.042330414,-0.17666665,48.834145,2.3708615,32.96054,35.96841,30
801,1733023454163,Uiu,-15.369598,21.21341,-30.64624,40.316563,-0.20066833,-0.17120361,-0.9688263,-0.022131402,0.1875896,-0.17734283,48.834145,2.3708615,32.96054,35.96841,30
802,1733023454263,Uiu,-14.3428955,21.305283,-31.763275,40.84776,-0.20986938,-0.20779419,-0.95095825,0.16250369,0.049017876,0.20481999,48.834145,2.3708615,32.96054,35.96841,30
803,1733023454363,Uiu,-13.902496,21.14447,-31.92398,40.73707,-0.1914978,-0.17015076,-0.9057007,-0.12648444,-0.039366316,-0.03263997,48.834145,2.3708615,32.96054,35.96841,30
804,1733023454463,Uiu,-13.700684,21.69188,-31.726593,40.802242,-0.18788147,-0.10845947,-0.99082947,-0.1351485,0.1843054,0.118368186,48.834145,2.3708615,32.96054,35.96841,30
805,1733023454563,Uiu,-12.524597,22.106705,-31.621246,40.564457,-0.16078186,-0.14414978,-0.949173,-0.04219752,-0.10610566,0.29766816,48.834145,2.3708615,32.96054,35.96841,30
806,1733023454700,Uiu,-11.929565,22.566162,-31.611511,40.630455,-0.23773193,-0.15690613,-0.9849396,-0.06466501,-0.08313856,0.122573055,48.834145,2.3708615,32.96054,35.96841,30
807,1733023454813,Uiu,-11.56955,22.824554,-31.904266,40.898617,-0.18257141,-0.14604187,-0.9640808,-0.07587346,0.1926078,0.12883228,48.834145,2.3708615,32.96054,35.96841,30
808,1733023454922,Uiu,-10.839996,23.359665,-31.925049,41.016926,-0.26005554,-0.15202332,-1.0244446,0.06296618,0.14394999,0.002116414,48.834145,2.3708615,32.96054,35.96841,30
809,1733023455035,Uiu,-9.794525,22.996155,-32.71472,41.170486,-0.21937561,-0.1363678,-0.90586853,0.045158688,0.33276516,0.0020780645,48.834145,2.3708615,32.96054,35.96841,30
810,1733023455135,Uiu,-8.577759,22.839813,-33.50409,41.445858,-0.15570068,-0.1880188,-0.9575653,-0.019758524,-0.11810853,0.14340669,48.834145,2.3708615,32.96054,35.96841,30
811,1733023455235,Uiu,-8.428497,23.0019,-33.8425,41.778484,-0.20559692,-0.19496155,-1.0056915,0.22251004,-0.0020538298,0.04504604,48.834145,2.3708615,32.96054,35.96841,30
812,1733023455335,Uiu,-8.494598,22.62806,-34.184906,41.866394,-0.18693542,-0.17115784,-0.9610596,0.027281156,-0.046090797,-0.13552721,48.834145,2.3708615,32.96054,35.96841,30
813,1733023455435,Uiu,-9.440887,22.227875,-34.358673,41.996754,-0.24707031,-0.13059998,-0.9526367,0.071200944,-0.20691644,-0.4624084,48.834145,2.3708615,32.96054,35.96841,30
814,1733023455535,Uiu,-11.388794,21.989365,-34.42035,42.402798,-0.3877411,-0.090789795,-0.96684265,-0.3840305,0.017823473,-1.1706077,48.834145,2.3708615,32.96054,35.96841,30
815,1733023455635,Uiu,-13.308899,21.714714,-34.179993,42.62543,-0.41661072,-0.029296875,-0.94659424,-0.8344661,0.5011749,-1.8431599,48.834145,2.3708615,32.96054,35.96841,30
816,1733023455735,Uiu,-14.625793,22.823387,-33.594543,43.167282,-0.31788635,0.006149292,-1.0142059,-0.43397436,0.91828644,-1.1029059,48.834145,2.3708615,32.96054,35.96841,30
817,1733023455835,Uiu,-16.316498,17.840073,-36.428864,43.72137,-0.038894653,-0.03816223,-0.9873047,1.5302297,0.05546326,-1.846519,48.834145,2.3708615,32.96054,35.96841,30
818,1733023455935,Uiu,-22.146698,6.0365067,-36.462402,43.08622,0.024841309,-0.16317749,-0.8908386,0.2322367,-0.4609631,-1.8305669,48.834145,2.3708615,32.96054,35.96841,30
819,1733023456035,Uiu,-24.123718,-1.3523407,-34.180176,41.8577,0.30851746,-0.11390686,-1.0369263,-0.006093579,-0.73379326,-1.210824,48.834145,2.3708615,32.96054,35.96841,30
820,1733023456152,Uiu,-24.316986,-7.7871704,-31.167816,40.291298,0.06591797,-0.3301239,-0.8796234,-0.31089157,-1.1073501,-1.0370328,48.834145,2.3708615,32.96054,35.96841,30
821,1733023456252,Uiu,-22.422455,-12.377251,-29.887146,39.359932,0.20718384,-0.16386414,-0.98695374,-0.15586603,0.020908477,-0.7819001,48.834145,2.3708615,32.96054,35.96841,30
822,1733023456369,Uiu,-19.383545,-16.281883,-29.314209,38.731697,0.11921692,-0.14282227,-0.95526123,0.01267718,0.3478717,-0.9552258,48.834145,2.3708615,32.96054,35.96841,30
823,1733023456469,Uiu,-15.453308,-19.801086,-29.615326,38.8324,0.11407471,-0.21975708,-0.77323914,0.27381212,-0.18780158,-0.79276925,48.834145,2.3708615,32.96054,35.96841,30
824,1733023456569,Uiu,-13.191467,-22.13617,-29.029053,38.816372,0.26039124,-0.24612427,-0.89559937,-0.07927964,-0.24412985,-0.69392174,48.834145,2.3708615,32.96054,35.96841,30
825,1733023456669,Uiu,-11.611908,-22.793594,-29.497833,39.04493,0.25846863,-0.27752686,-1.029007,0.12517896,0.09091233,-0.15670013,48.834145,2.3708615,32.96054,35.96841,30
826,1733023456791,Uiu,-8.129425,-23.270645,-31.684479,40.1437,0.12454224,-0.20539856,-1.1269226,-0.5616471,0.34750205,-0.49152365,48.83408,2.370795,65.781654,36.19183,30
827,1733023456894,Uiu,-6.5062256,-23.21917,-33.50583,41.28076,-0.06274414,-0.026138306,-1.122345,0.39441255,0.3757041,-0.06722564,48.83408,2.370795,65.781654,36.19183,30
828,1733023457003,Uiu,-4.45282,-22.865402,-34.126404,41.319073,0.068740845,-0.0309906,-0.7620697,-0.029439382,-0.050794736,0.034122016,48.83408,2.370795,65.781654,36.19183,30
829,1733023457103,Uiu,-5.1157227,-22.19342,-34.419342,41.272385,0.047698975,-0.17485046,-0.70606995,0.008554073,-0.09388282,0.22553858,48.83408,2.370795,65.781654,36.19183,30
830,1733023457203,Uiu,-7.000702,-20.962753,-34.645966,41.094887,0.10601807,-0.32530212,-0.96585083,-0.13466008,-0.101137005,-0.028077973,48.83408,2.370795,65.781654,36.19183,30
831,1733023457303,Uiu,-7.543701,-19.683655,-35.031433,40.884655,0.29426575,-0.30337524,-1.0821686,-0.03207138,0.14543629,0.4708301,48.83387,2.3709147,32.981613,36.893257,30
832,1733023457403,Uiu,-8.905273,-19.748627,-35.744476,41.796886,0.24543762,-0.1789856,-1.1676178,0.2927107,0.55304825,0.7804015,48.83387,2.3709147,32.981613,36.893257,30
833,1733023457503,Uiu,-10.167847,-18.40155,-36.02368,41.709805,0.32951355,0.0063934326,-1.3766937,0.04932068,0.18686496,0.96378547,48.83387,2.3709147,32.981613,36.893257,30
834,1733023457620,Uiu,-11.303741,-15.350861,-36.973236,41.598602,0.14613342,-0.19026184,-0.74983215,-0.44569758,-0.13875282,0.98677576,48.83387,2.3709147,32.981613,36.893257,30
835,1733023457720,Uiu,-12.933777,-13.2313,-37.75421,42.044384,0.07858276,-0.08242798,-0.747406,0.28632018,0.23446417,0.966491,48.83387,2.3709147,32.981613,36.893257,30
836,1733023457837,Uiu,-13.931519,-12.454559,-37.67975,42.059086,0.0046081543,-0.113479614,-0.77719116,0.33547068,-0.086159386,0.50692207,48.83387,2.3709147,32.981613,36.893257,30
837,1733023457937,Uiu,-14.898224,-13.157272,-37.89258,42.78923,-0.021011353,-0.17726135,-1.0768585,-0.14488608,-0.26335335,-0.6845701,48.83387,2.3709147,32.981613,36.893257,30
838,1733023458037,Uiu,-13.4236145,-12.885857,-38.92758,43.14621,0.18435669,-0.14527893,-1.0618591,-0.71624863,0.18323134,-0.7719076,48.83387,2.3709147,32.981613,36.893257,30
839,1733023458137,Uiu,-10.88974,-11.758797,-40.73822,43.77737,0.22447205,-0.08224487,-1.0319672,0.11781798,0.46275088,0.1555065,48.83387,2.3709147,32.981613,36.893257,30
840,1733023458237,Uiu,-10.429718,-11.961311,-41.74884,44.663383,0.018569946,-0.14042664,-0.90512085,-0.08159872,0.06083006,0.081300445,48.83387,2.3709147,32.981613,36.893257,30
841,1733023458337,Uiu,-9.960144,-11.696098,-42.658813,45.340683,0.139328,-0.1534729,-0.7809143,0.060530722,-0.09844029,0.32518262,48.83387,2.3709147,32.981613,36.893257,30
842,1733023458454,Uiu,-11.25531,-10.734383,-43.42279,46.124264,0.15937805,-0.2985382,-0.91812134,-0.13442518,-0.1653325,0.1925588,48.83387,2.3709147,32.981613,36.893257,30
843,1733023458554,Uiu,-11.211212,-9.738701,-45.0744,47.45772,0.28303528,-0.24316406,-1.0423584,0.08848486,0.14988457,0.742158,48.83387,2.3709147,32.981613,36.893257,30
844,1733023458654,Uiu,-11.94693,-9.207794,-46.00598,48.415524,0.2838745,-0.17695618,-1.137085,0.3621151,0.119551696,1.2004417,48.83387,2.3709147,32.981613,36.893257,30
845,1733023458754,Uiu,-12.739441,-7.225868,-47.68811,49.886494,0.31170654,0.042022705,-1.338913,-0.27409068,0.50660646,0.9332811,48.83387,2.3709147,32.981613,36.893257,30
846,1733023458854,Uiu,-12.975433,-3.637886,-48.871918,50.695763,0.19464111,-0.012786865,-0.8974304,-0.14277314,-0.11673514,1.3812679,48.83387,2.3709147,32.981613,36.893257,30
847,1733023458954,Uiu,-12.480347,-0.7077942,-50.395294,51.922497,0.25053406,-0.11778259,-0.652359,0.123537384,-0.13110423,1.536256,48.83387,2.3709147,32.981613,36.893257,30
848,1733023459054,Uiu,-13.017242,0.76055145,-50.742493,52.3911,0.19496155,-0.11627197,-0.94929504,0.064822406,-0.10061742,0.9203605,48.83387,2.3709147,32.981613,36.893257,30
849,1733023459154,Uiu,-11.789856,2.136917,-52.43985,53.79131,0.19740295,0.030792236,-1.1361847,-0.007673366,0.7451285,0.6259691,48.83387,2.3709147,32.981613,36.893257,30
850,1733023459255,Uiu,-8.692078,2.8340912,-54.056763,54.82443,0.20532227,-0.07823181,-0.9646301,-0.04335999,0.4720842,0.88260007,48.83387,2.3709147,32.981613,36.893257,30
851,1733023459355,Uiu,-6.950531,6.479439,-54.986176,55.801186,0.2323761,-0.076538086,-1.1412811,-1.1635902,0.4209307,0.38678607,48.83387,2.3709147,32.981613,36.893257,30
852,1733023459455,Uiu,-4.1058655,11.430267,-55.763794,57.071095,0.13641357,-0.08329773,-0.87390137,-0.13213779,-0.15327424,1.8355558,48.83387,2.3709147,32.981613,36.893257,30
853,1733023459555,Uiu,-2.994995,14.5850525,-56.13156,58.072765,0.08409119,-0.19152832,-0.92581177,-0.32272318,-0.29639146,1.2627027,48.83387,2.3709147,32.981613,36.893257,30
854,1733023459702,Uiu,-0.23068237,17.872643,-57.024048,59.75974,0.05996704,-0.068496704,-0.93481445,0.27398467,-0.06691991,1.1518542,48.83387,2.3709147,32.981613,36.893257,30
855,1733023459822,Uiu,0.42404175,17.180977,-58.001923,60.494534,-0.04916382,-0.14445496,-1.030426,0.33864358,-0.03269749,0.65673953,48.83387,2.3709147,32.981613,36.893257,30
856,1733023459922,Uiu,0.9105835,15.969414,-58.787262,60.92449,0.051589966,-0.20793152,-1.0628357,-0.33977914,-0.5371766,0.1885771,48.83387,2.3709147,32.981613,36.893257,30
857,1733023460022,Uiu,2.2953796,19.510979,-58.397125,61.61308,0.46621704,0.039382935,-1.0244293,-0.30764678,0.08982629,1.1394825,48.83387,2.3709147,32.981613,36.893257,30
858,1733023460139,Uiu,4.666107,20.629837,-58.798584,62.487087,0.13790894,-0.083999634,-0.8344116,-0.0459864,0.12495552,1.299531,48.83387,2.3709147,32.981613,36.893257,30
859,1733023460239,Uiu,5.624176,18.44268,-60.234985,63.24569,0.06442261,-0.0700531,-0.7939453,0.8763915,-0.3347796,1.5685371,48.83387,2.3709147,32.981613,36.893257,30
860,1733023463011,Uiu,20.622131,16.017273,-57.07126,62.761086,0.07322693,-0.06964111,-1.2131653,-0.10453014,0.17318483,-0.6645884,48.834072,2.37079,64.75955,36.19183,30
861,1733023463142,Uiu,20.63443,17.406517,-55.958435,62.129807,-0.0725708,-0.14550781,-0.83677673,-0.048473526,-0.17707065,-0.5284159,48.834072,2.37079,64.75955,36.19183,30
862,1733023463242,Uiu,18.650665,18.381798,-55.40149,61.27857,0.06048584,-0.15701294,-0.8116913,0.002361425,-0.0063958475,-0.42047185,48.834072,2.37079,64.75955,36.19183,30
863,1733023468797,Uiu,-5.347046,12.779793,-39.530823,41.887947,0.1224823,-0.0769043,-0.94692993,-0.025061412,-0.0679415,0.5071868,48.83392,2.3708441,80.58447,36.822575,30.015873
864,1733023468963,Uiu,-5.027252,12.661697,-39.9588,42.217266,0.101760864,-0.16572571,-0.85513306,0.110702276,-0.17116536,0.25428954,48.83392,2.3708441,80.58447,36.822575,30.015873
865,1733023471116,Uiu,-7.612793,6.70459,-38.1604,39.48572,0.106552124,-0.23982239,-1.211792,-0.27268478,-0.005949502,0.11738655,48.83408,2.370794,65.996895,36.82251,30
866,1733023471232,Uiu,-6.5667114,7.597885,-38.787964,40.06689,0.10588074,-0.088516235,-0.8599701,-0.1653626,-0.18345052,0.63850456,48.83408,2.370794,65.996895,36.82251,30
867,1733023476459,Uiu,-10.824463,-19.042908,-36.45822,42.53238,-0.028823853,-0.16716003,-0.89398193,-0.094626375,-0.18759333,-0.40937978,48.83408,2.370794,65.996895,36.82251,30
868,1733023476568,Uiu,-10.61322,-18.46363,-36.53061,42.285122,0.08784485,-0.1952362,-1.0547485,0.039147936,-0.08941617,-0.020225909,48.83408,2.370794,65.996895,36.82251,30
869,1733023476668,Uiu,-10.69751,-19.814384,-36.097656,42.54512,0.031555176,-0.24914551,-1.0982819,0.4825685,0.017850902,-0.09236615,48.83408,2.370794,65.996895,36.82251,30
870,1733023476768,Uiu,-10.20224,-21.05481,-35.464355,42.4866,0.10926819,-0.27583313,-1.0623016,0.020608606,0.06838652,0.07685137,48.83408,2.370794,65.996895,36.82251,30
871,1733023476868,Uiu,-10.395447,-21.253906,-35.332184,42.52243,0.17562866,-0.03666687,-1.087616,0.01985946,-0.07395332,0.20514277,48.83408,2.370794,65.996895,36.82251,30
872,1733023476968,Uiu,-11.027466,-20.992157,-35.461487,42.659027,0.09361267,-0.1463623,-0.8792572,-0.0669042,-0.41530985,0.14850879,48.83408,2.370794,65.996895,36.82251,30
873,1733023477069,Uiu,-11.968262,-20.778038,-35.077515,42.48998,0.110443115,-0.14476013,-0.7551117,0.021727933,-0.109547,0.22716337,48.83408,2.370794,65.996895,36.82251,30
874,1733023477200,Uiu,-12.926331,-21.790932,-34.557587,42.850456,0.055374146,-0.19866943,-1.0449219,-0.17765895,-0.006161756,-0.4328316,48.83408,2.370794,65.996895,36.82251,30
875,1733023477302,Uiu,-11.276184,-21.655441,-35.383545,42.9896,0.06742859,-0.17190552,-1.1446838,-0.19742306,0.37046593,-0.3815391,48.83408,2.370794,65.996895,36.82251,30
876,1733023477402,Uiu,-8.751251,-20.86937,-37.082947,43.442604,0.11935425,-0.028747559,-1.129242,-0.009051019,0.57591575,-0.08397559,48.834026,2.3708632,41,36.24947,30
877,1733023477502,Uiu,-8.307861,-21.112076,-36.679596,43.12926,-0.04512024,-0.0869751,-0.92915344,-0.07385958,-0.19325921,-0.11265038,48.834026,2.3708632,41,36.24947,30
878,1733023477602,Uiu,-7.549469,-20.836136,-37.183502,43.286854,0.027893066,-0.114746094,-0.81321716,-0.06862301,0.1508726,-0.13359188,48.834026,2.3708632,41,36.24947,30
879,1733023477702,Uiu,-7.5715027,-20.373993,-37.602295,43.432243,0.020248413,-0.18005371,-0.8967743,-0.26116687,0.07451445,-0.18987167,48.834026,2.3708632,41,36.24947,30
880,1733023477803,Uiu,-7.3867188,-20.052689,-38.173706,43.748207,0.10336304,-0.19889832,-1.0440216,0.0076552564,0.039572444,0.14491351,48.834026,2.3708632,41,36.24947,30
881,1733023477919,Uiu,-7.7225647,-20.126816,-38.53177,44.152283,0.10736084,-0.3083954,-1.0570068,0.22642516,-0.15277596,0.26600853,48.834026,2.3708632,41,36.24947,30
882,1733023478019,Uiu,-8.429749,-21.012848,-37.800934,44.06258,0.18356323,-0.20770264,-1.0961151,0.038158305,0.18644205,0.3268106,48.834026,2.3708632,41,36.24947,30
883,1733023478119,Uiu,-9.283112,-20.568588,-37.98871,44.1858,0.18933105,-0.03666687,-1.2337494,0.054521833,0.08542888,0.57700104,48.834026,2.3708632,41,36.24947,30
884,1733023478220,Uiu,-10.096039,-19.91948,-38.51767,44.523327,0.119522095,-0.14736938,-0.835022,-0.20104629,-0.22232628,0.66944784,48.834026,2.3708632,41,36.24947,30
885,1733023478336,Uiu,-12.7812805,-18.963196,-38.89447,45.119217,0.12637329,-0.04876709,-0.8741455,0.17461787,-0.120303504,0.96892697,48.834026,2.3708632,41,36.24947,30
886,1733023478436,Uiu,-14.312683,-18.134132,-38.72867,45.09556,0.06896973,-0.11621094,-0.8710785,0.179692,-0.22076939,0.40346572,48.834026,2.3708632,41,36.24947,30
887,1733023478543,Uiu,-15.508911,-18.907974,-37.88849,45.09518,0.030563354,-0.13475037,-0.96525574,-0.014050838,-0.042762376,-0.14196832,48.834026,2.3708632,41,36.24947,30
888,1733023478637,Uiu,-14.590881,-19.342651,-38.42035,45.421967,-0.007659912,-0.096954346,-1.0570068,-0.21149547,0.28035948,-0.5217588,48.834026,2.3708632,41,36.24947,30
889,1733023478737,Uiu,-12.021973,-18.395355,-39.8826,45.536125,-0.0073394775,-0.10069275,-1.1977234,-0.6645231,0.35418338,-1.0998722,48.834026,2.3708632,41,36.24947,30
890,1733023478853,Uiu,-8.61499,-17.871933,-41.25293,45.77585,0.03691101,-0.058425903,-0.8929596,-0.04133066,0.2592353,-0.3830555,48.834026,2.3708632,41,36.24947,30
891,1733023478953,Uiu,-7.7417603,-19.025429,-41.292145,46.118793,0.018356323,-0.10649109,-0.79403687,0.08464351,0.11011958,-0.48745248,48.834026,2.3708632,41,36.24947,30
892,1733023479100,Uiu,-7.1088867,-20.138565,-41.341125,46.531567,0.1491394,-0.23947144,-1.0063934,0.074331224,-0.019353725,0.025521338,48.834026,2.3708632,41,36.24947,30
893,1733023479220,Uiu,-7.685608,-20.80304,-41.16147,46.755764,0.16123962,-0.22332764,-1.10672,0.37673634,-0.1775335,0.39353025,48.834026,2.3708632,41,36.24947,30
894,1733023479320,Uiu,-8.370148,-21.634346,-41.187622,47.270756,0.25735474,-0.16044617,-1.1177063,-0.34480718,-0.38573012,0.24910809,48.834026,2.3708632,41,36.24947,30
895,1733023479420,Uiu,-10.009949,-20.705177,-41.26999,47.24527,0.27438354,0.017913818,-1.0321045,-0.13698103,0.10228962,0.9437944,48.834026,2.3708632,41,36.24947,30
896,1733023479521,Uiu,-12.042053,-19.792,-40.989075,47.083317,-0.012786865,-0.10551453,-0.81015015,0.06485836,0.06898146,0.7072975,48.834026,2.3708632,41,36.24947,30
897,1733023479637,Uiu,-13.475403,-19.556725,-40.955627,47.34359,0.071899414,-0.084991455,-0.76542664,0.31743574,-0.2624913,0.6813834,48.834026,2.3708632,41,36.24947,30
898,1733023479754,Uiu,-15.179718,-20.207756,-40.235992,47.515392,0.09811401,-0.065841675,-0.90556335,0.22431593,-0.14125833,0.13115829,48.834026,2.3708632,41,36.24947,30
899,1733023479901,Uiu,-13.536621,-19.715172,-41.749023,48.113503,0.02720642,-0.11279297,-1.1286774,-0.7961874,0.11819269,-0.6632291,48.834026,2.3708632,41,36.24947,30
900,1733023480021,Uiu,-11.305206,-17.954659,-43.45877,48.361576,0.06201172,0.0119018555,-1.1168671,-0.17852446,0.5077881,-0.23435844,48.834026,2.3708632,41,36.24947,30
901,1733023480121,Uiu,-10.7127075,-18.438126,-43.325592,48.289062,-0.016906738,-0.08248901,-0.8313751,0.04430994,-0.059254,-0.29951695,48.834026,2.3708632,41,36.24947,30
902,1733023480221,Uiu,-10.082397,-19.311996,-43.38977,48.55183,0.10354614,-0.08444214,-0.8560333,0.24012126,-0.1716988,-0.09232194,48.834026,2.3708632,41,36.24947,30
903,1733023480338,Uiu,-11.485657,-20.926254,-42.92282,49.11412,0.1023407,-0.20953369,-0.9641113,0.20176694,-0.30859804,0.0014631407,48.834026,2.3708632,41,36.24947,30
904,1733023480438,Uiu,-12.247559,-21.390076,-42.334625,48.98733,0.17700195,-0.19975281,-1.0475616,0.075195685,0.02436819,0.55594075,48.834026,2.3708632,41,36.24947,30
905,1733023480538,Uiu,-14.281982,-22.328766,-41.642303,49.362236,0.13597107,-0.19812012,-1.0726318,0.35879862,0.12715848,1.0812322,48.834026,2.3708632,41,36.24947,30
906,1733023480638,Uiu,-17.68277,-21.424377,-41.047943,49.56428,0.2431488,0.022155762,-1.4351654,-0.07591101,-0.473134,0.834203,48.834026,2.3708632,41,36.24947,30
907,1733023480738,Uiu,-20.546082,-19.049408,-40.487427,49.236706,0.14112854,0.0050201416,-1.028595,-0.14234143,-0.20069502,1.3315606,48.834026,2.3708632,41,36.24947,30
908,1733023480838,Uiu,-22.559448,-16.579674,-40.337128,49.1009,0.13059998,-0.009140015,-0.6630249,0.06512627,0.12487003,1.344095,48.834026,2.3708632,41,36.24947,30
909,1733023480955,Uiu,-24.354858,-14.305809,-39.60315,48.643856,0.014892578,-0.07104492,-0.8107147,0.14151852,-0.2149685,0.7865721,48.834026,2.3708632,41,36.24947,30
910,1733023481097,Uiu,-24.427094,-13.53846,-39.1929,48.125423,-0.019851685,-0.08558655,-1.1735535,-0.20474543,0.61819184,-0.108011685,48.834026,2.3708632,41,36.24947,30
911,1733023481222,Uiu,-22.16626,-13.14003,-40.6969,48.16888,0.04814148,0.0050201416,-1.2111969,-0.49954697,0.13650325,-0.25185886,48.834026,2.3708632,41,36.24947,30
912,1733023481322,Uiu,-20.984833,-11.420967,-41.076996,47.519695,-0.015777588,-0.08253479,-0.7846222,0.20930848,0.05133802,0.9598821,48.834026,2.3708632,41,36.24947,30
913,1733023481422,Uiu,-22.77359,-9.7836,-40.207092,47.233097,0.034194946,-0.11708069,-0.77401733,-0.056718405,-0.09894922,0.78668845,48.834026,2.3708632,41,36.24947,30
914,1733023481522,Uiu,-23.696564,-7.416771,-39.573395,46.71819,0.11279297,-0.14949036,-0.971817,-0.30754638,-0.010686733,0.41236174,48.834026,2.3708632,41,36.24947,30
915,1733023481639,Uiu,-23.599915,-5.0886765,-39.31662,46.137264,0.13401794,-0.1481781,-1.0758514,0.21778347,0.108240716,1.0143557,48.834026,2.3708632,41,36.24947,30
916,1733023481756,Uiu,-23.851257,-4.2143555,-38.95627,45.871933,0.040374756,-0.091659546,-1.2038879,0.6198553,0.18867591,0.9143985,48.834026,2.3708632,41,36.24947,30
917,1733023481900,Uiu,-22.425629,-1.0532837,-39.915955,45.796307,0.24380493,0.026855469,-0.9590454,-0.5028083,0.1082306,1.1956048,48.834026,2.3708632,41,36.24947,30
918,1733023482023,Uiu,-22.078217,3.2426453,-39.629578,45.48039,0.05441284,-0.050613403,-0.7996521,-0.28691804,-0.008086955,1.0927432,48.834026,2.3708632,41,36.24947,30
